Date,Close/Last,Volume,Open,High,Low
03/23/2023,$314.85,2585854,$315.21,$321.355,$312.64
03/22/2023,$313.67,2505897,$317.28,$322.2206,$313.49
03/21/2023,$317.28,3242359,$317.62,$320.32,$315.35
03/20/2023,$309.53,3963653,$306.78,$312.20,$306.255
03/17/2023,$303.54,6369764,$310.09,$310.405,$301.8731
03/16/2023,$315.09,4401879,$309.00,$318.32,$304.92
03/15/2023,$312.19,6596697,$310.77,$312.51,$304.41
03/14/2023,$322.15,3785873,$324.77,$326.38,$318.945
03/13/2023,$315.51,5660696,$319.67,$326.11,$314.54
03/10/2023,$327.67,4559749,$338.87,$339.93,$326.03
03/09/2023,$342.09,3177787,$349.20,$354.29,$341.05
03/08/2023,$349.29,1584632,$346.19,$349.69,$345.17
03/07/2023,$346.08,2048530,$355.55,$356.20,$345.625
03/06/2023,$357.05,1614160,$358.06,$358.86,$353.73
03/03/2023,$357.09,2396334,$350.64,$357.77,$349.56
03/02/2023,$349.10,3260264,$343.99,$349.78,$340.49
03/01/2023,$346.23,2717354,$349.39,$352.54,$345.96
02/28/2023,$351.65,4945557,$366.00,$366.01,$351.33
02/27/2023,$365.53,2842388,$368.22,$370.30,$364.505
02/24/2023,$363.85,2428661,$360.17,$365.18,$359.53
02/23/2023,$363.54,1931502,$363.20,$367.88,$359.61
02/22/2023,$360.89,2203940,$361.63,$363.00,$358.041
02/21/2023,$361.12,2403029,$366.72,$366.72,$360.09
02/17/2023,$368.50,1857335,$368.05,$371.06,$366.86
02/16/2023,$370.20,1947985,$370.75,$374.25,$368.8001
02/15/2023,$374.34,1687569,$368.74,$374.365,$368.25
02/14/2023,$371.78,2155712,$373.94,$377.05,$369.38
02/13/2023,$374.02,1570700,$369.09,$375.06,$368.00
02/10/2023,$371.28,1933370,$367.00,$372.23,$364.555
02/09/2023,$367.99,2052544,$377.04,$379.68,$367.80
02/08/2023,$375.10,1893223,$372.92,$378.35,$371.98
02/07/2023,$374.40,2205581,$368.17,$376.31,$367.34
02/06/2023,$370.80,1816448,$369.00,$371.2552,$365.78
02/03/2023,$369.95,2243051,$365.62,$374.57,$365.44
02/02/2023,$369.47,2619577,$368.00,$372.89,$364.5501
02/01/2023,$365.71,2889433,$359.10,$368.94,$358.76
01/31/2023,$365.81,2311684,$359.16,$365.92,$356.86
01/30/2023,$357.46,3184633,$353.29,$362.33,$352.40
01/27/2023,$353.70,2427638,$351.95,$355.99,$351.83
01/26/2023,$354.97,1919172,$351.73,$355.00,$349.52
01/25/2023,$349.63,1985154,$344.75,$349.955,$343.90
01/24/2023,$348.33,2371973,$340.00,$350.30,$340.00
01/23/2023,$349.14,4915671,$341.67,$349.56,$336.1583
01/20/2023,$341.84,11247150,$349.87,$352.25,$338.21
01/19/2023,$350.75,3100606,$346.03,$352.16,$345.5201
01/18/2023,$349.09,5585162,$348.32,$354.79,$347.80
01/17/2023,$349.92,14448270,$364.80,$366.79,$344.00
01/13/2023,$374.00,3310238,$363.49,$374.35,$362.355
01/12/2023,$369.94,2103065,$366.24,$370.10,$362.57
01/11/2023,$364.48,2127013,$358.87,$365.50,$356.21
01/10/2023,$357.36,1610302,$352.64,$357.50,$350.50
01/09/2023,$353.00,1989134,$351.88,$356.50,$349.50
01/06/2023,$348.08,3097817,$347.30,$349.00,$340.945
01/05/2023,$343.76,1397960,$344.25,$345.14,$340.14
01/04/2023,$347.70,1880985,$348.03,$350.31,$345.0783
01/03/2023,$346.22,1589777,$345.50,$348.60,$342.805
12/30/2022,$343.38,1031535,$341.74,$343.69,$339.40
12/29/2022,$343.43,1273551,$342.44,$344.64,$341.2396
12/28/2022,$340.87,1117275,$340.50,$342.847,$339.30
12/27/2022,$341.97,1035110,$346.51,$347.75,$341.79
12/23/2022,$345.51,1062061,$344.84,$347.76,$343.11
12/22/2022,$345.58,1529264,$347.16,$348.05,$339.88
12/21/2022,$350.16,1923118,$348.26,$350.88,$346.89
12/20/2022,$344.49,1622994,$345.99,$347.42,$343.49
12/19/2022,$344.61,1646653,$346.27,$348.3983,$342.63
12/16/2022,$346.35,5008921,$345.08,$347.78,$343.4056
12/15/2022,$349.83,3164047,$354.48,$356.105,$347.94
12/14/2022,$360.38,2519710,$367.01,$368.825,$359.45
12/13/2022,$368.69,3062618,$374.63,$378.56,$365.51
12/12/2022,$363.18,1750370,$358.57,$364.01,$356.34
12/09/2022,$359.14,1588812,$356.71,$361.64,$356.2138
12/08/2022,$358.08,1967822,$362.03,$362.59,$356.055
12/07/2022,$359.92,2128204,$362.49,$365.30,$358.15
12/06/2022,$362.91,3081920,$369.48,$370.37,$360.33
12/05/2022,$371.54,2329570,$378.55,$378.87,$369.31
12/02/2022,$380.58,1932530,$381.52,$382.52,$378.40
12/01/2022,$383.81,1706386,$386.50,$386.50,$380.45
11/30/2022,$386.15,2964127,$382.50,$386.15,$375.10
11/29/2022,$383.71,1746942,$381.13,$384.93,$379.26
11/28/2022,$382.36,2232764,$385.43,$388.39,$380.89
11/25/2022,$388.86,1129250,$385.76,$389.44,$385.18
11/23/2022,$386.25,1865756,$383.90,$388.20,$383.41
11/22/2022,$383.87,2019816,$381.40,$385.825,$381.40
11/21/2022,$380.21,1877529,$378.90,$380.77,$375.42
11/18/2022,$379.20,2384735,$381.28,$382.83,$377.39
11/17/2022,$379.78,2299419,$377.15,$381.72,$375.01
11/16/2022,$382.33,2303685,$383.21,$385.395,$380.01
11/15/2022,$382.88,3192390,$385.98,$389.5781,$380.65
11/14/2022,$382.36,2609338,$384.00,$387.30,$380.50
11/11/2022,$385.17,3409056,$380.00,$387.00,$378.75
11/10/2022,$378.31,3790378,$370.00,$380.43,$369.744
11/09/2022,$362.00,3047193,$362.95,$367.15,$360.88
11/08/2022,$364.02,3501332,$362.30,$367.19,$361.46
11/07/2022,$362.56,2526872,$360.01,$362.96,$358.5188
11/04/2022,$357.91,3172674,$354.00,$358.38,$351.23
11/03/2022,$348.87,2515632,$347.50,$350.67,$342.59
11/02/2022,$349.79,3224731,$347.62,$357.44,$346.74
11/01/2022,$348.58,2316558,$345.13,$348.69,$343.77
10/31/2022,$344.51,2224025,$341.07,$346.18,$340.57
10/28/2022,$341.82,1677052,$338.52,$342.58,$336.00
10/27/2022,$337.18,1998784,$339.31,$341.93,$336.53
10/26/2022,$335.69,2177102,$334.52,$338.67,$334.14
10/25/2022,$332.40,1837717,$327.86,$333.60,$325.918
10/24/2022,$328.70,2232767,$328.50,$331.2363,$325.85
10/21/2022,$325.10,3545738,$311.00,$325.775,$309.4939
10/20/2022,$310.81,2382314,$312.10,$316.05,$309.00
10/19/2022,$311.76,2363833,$312.61,$314.79,$308.0601
10/18/2022,$313.85,6428583,$321.67,$324.48,$312.00
10/17/2022,$306.71,3118594,$304.41,$311.62,$304.14
10/14/2022,$299.99,2398350,$307.46,$311.615,$299.07
10/13/2022,$307.07,2724865,$290.42,$308.755,$287.75
10/12/2022,$295.31,1763838,$293.99,$299.78,$291.71
10/11/2022,$294.21,2392772,$298.01,$302.52,$293.92
10/10/2022,$300.54,1309747,$303.63,$304.72,$298.43
10/07/2022,$301.08,1790105,$304.00,$305.15,$299.15
10/06/2022,$304.67,1367385,$307.39,$309.08,$303.4201
10/05/2022,$309.00,1992774,$306.58,$310.21,$303.60
10/04/2022,$314.87,2399524,$306.80,$315.16,$305.875
10/03/2022,$299.15,1938770,$297.17,$301.23,$291.10
09/30/2022,$293.05,1970815,$296.00,$301.09,$292.70
09/29/2022,$296.11,1930765,$297.07,$299.35,$291.55
09/28/2022,$300.79,2289657,$294.00,$302.41,$292.46
09/27/2022,$291.38,2007408,$297.50,$299.15,$288.6193
09/26/2022,$294.62,2308809,$299.00,$302.10,$292.31
09/23/2022,$301.97,2918467,$307.55,$309.79,$297.46
09/22/2022,$312.92,2239883,$322.32,$323.385,$311.20
09/21/2022,$320.71,1796654,$324.92,$329.79,$320.63
09/20/2022,$323.26,1569913,$325.70,$326.80,$320.01
09/19/2022,$328.66,1652686,$320.57,$329.29,$320.54
09/16/2022,$326.21,2946756,$326.38,$329.00,$319.79
09/15/2022,$331.62,1489400,$328.73,$335.28,$327.59
09/14/2022,$327.26,1953279,$328.45,$330.93,$323.50
09/13/2022,$328.39,2242113,$336.08,$336.52,$326.83
09/12/2022,$342.58,1563384,$341.66,$344.365,$340.09
09/09/2022,$340.10,1445701,$337.98,$341.03,$337.03
09/08/2022,$335.38,1755566,$330.29,$335.81,$327.36
09/07/2022,$330.56,1496739,$324.25,$332.155,$323.25
09/06/2022,$326.49,1578145,$332.32,$333.245,$323.46
09/02/2022,$331.48,2215460,$334.68,$340.315,$329.97
09/01/2022,$333.50,1575083,$329.87,$333.69,$324.62
08/31/2022,$332.67,2487973,$331.55,$335.14,$329.68
08/30/2022,$333.63,1830322,$335.00,$336.01,$331.18
08/29/2022,$333.92,1835640,$333.92,$336.40,$332.01
08/26/2022,$336.40,1703941,$348.34,$348.74,$336.00
08/25/2022,$346.49,1763878,$344.45,$346.86,$342.11
08/24/2022,$341.94,1530842,$339.02,$344.32,$338.49
08/23/2022,$340.18,1538005,$341.95,$344.0725,$339.03
08/22/2022,$342.42,1723896,$342.44,$344.53,$340.76
08/19/2022,$349.27,1812266,$351.00,$351.86,$347.50
08/18/2022,$354.52,1102200,$352.66,$355.10,$350.86
08/17/2022,$353.74,1576303,$351.90,$355.59,$350.77
08/16/2022,$354.97,1740922,$352.99,$356.468,$352.02
08/15/2022,$355.85,2045684,$351.00,$358.62,$349.05
08/12/2022,$353.82,2369177,$353.44,$354.56,$350.146
08/11/2022,$351.68,2361191,$350.00,$356.05,$349.775
08/10/2022,$347.91,2459505,$341.36,$349.70,$341.35
