Date,Close,Layoffs,Pct_Change,Direction_Change
07/21/2022,133.05,0,-4.54,-1
07/28/2022,128.64,0,-3.31,-1
08/04/2022,131.72,0,2.39,1
08/11/2022,131.72,0,0.0,1
08/18/2022,136.47,0,3.61,1
08/25/2022,135.17,0,-0.95,-1
09/01/2022,129.68,0,-4.06,-1
09/09/2022,127.98,0,-1.31,-1
09/16/2022,127.67,0,-0.24,-1
09/23/2022,125.4,0,-1.78,-1
09/30/2022,121.39,0,-3.2,-1
10/07/2022,122.76,0,1.13,1
10/14/2022,118.99,0,-3.07,-1
10/21/2022,125.03,0,5.08,1
10/28/2022,134.78,0,7.8,1
11/04/2022,136.95,0,1.61,1
11/11/2022,140.03,0,2.25,1
11/18/2022,145.36,0,3.81,1
11/28/2022,147.82,0,1.69,1
12/05/2022,148.13,0,0.21,1
12/12/2022,147.76,0,-0.25,-1
12/19/2022,144.36,0,-2.3,-1
12/27/2022,141.67,0,-1.86,-1
01/04/2023,141.22,0,-0.32,-1
01/11/2023,143.68,0,1.74,1
01/19/2023,143.53,3900,-0.1,-1
01/26/2023,139.95,0,-2.49,-1
02/02/2023,135.18,0,-3.41,-1
02/09/2023,135.74,0,0.41,1
02/16/2023,136.07,0,0.24,1
02/24/2023,131.81,0,-3.13,-1
03/03/2023,129.31,0,-1.9,-1
