Date,Close,Layoffs,Pct_Change,Direction_Change
11/30/2021,161.14,0,2.77,1
12/07/2021,165.37,0,2.63,1
12/14/2021,175.83,0,6.33,1
12/21/2021,173.09,0,-1.56,-1
12/29/2021,178.18,0,2.94,1
01/05/2022,178.48,0,0.17,1
01/12/2022,173.39,0,-2.85,-1
01/20/2022,169.16,0,-2.44,-1
01/27/2022,160.54,0,-5.1,-1
02/03/2022,173.69,0,8.19,1
02/10/2022,173.46,0,-0.13,-1
02/17/2022,170.35,0,-1.79,-1
02/25/2022,163.86,0,-3.81,-1
03/04/2022,164.86,0,0.61,1
03/11/2022,158.59,0,-3.8,-1
03/18/2022,157.98,0,-0.38,-1
03/25/2022,170.64,0,8.01,1
04/01/2022,176.25,0,3.29,1
04/08/2022,173.51,0,-1.55,-1
04/18/2022,166.83,0,-3.85,-1
04/25/2022,165.14,0,-1.01,-1
05/02/2022,158.52,0,-4.01,-1
05/09/2022,158.32,0,-0.13,-1
05/16/2022,147.24,0,-7.0,-1
05/23/2022,141.62,0,-3.82,-1
05/31/2022,144.63,0,2.13,1
06/07/2022,148.03,0,2.35,1
06/14/2022,138.47,0,-6.46,-1
06/22/2022,133.65,0,-3.48,-1
06/29/2022,139.65,0,4.49,1
07/07/2022,141.3,0,1.18,1
07/14/2022,146.35,0,3.57,1
07/21/2022,151.33,0,3.4,1
07/28/2022,154.56,0,2.13,1
08/04/2022,163.19,0,5.58,1
08/11/2022,166.57,0,2.07,1
08/18/2022,173.4,0,4.1,1
08/25/2022,168.78,0,-2.66,-1
09/01/2022,159.82,0,-5.31,-1
09/09/2022,155.63,0,-2.62,-1
09/16/2022,155.13,0,-0.32,-1
09/23/2022,153.65,0,-0.95,-1
09/30/2022,146.61,0,-4.58,-1
10/07/2022,144.09,0,-1.72,-1
10/14/2022,139.82,0,-2.96,-1
10/21/2022,144.14,0,3.09,1
10/28/2022,150.34,0,4.3,1
11/04/2022,145.26,0,-3.38,-1
11/11/2022,141.97,0,-2.26,-1
11/18/2022,149.82,0,5.53,1
11/28/2022,148.32,0,-1.0,-1
12/05/2022,146.39,0,-1.3,-1
12/12/2022,142.63,0,-2.57,-1
12/19/2022,138.41,0,-2.96,-1
12/27/2022,132.37,0,-4.36,-1
01/04/2023,127.4,0,-3.75,-1
01/11/2023,129.8,0,1.88,1
01/19/2023,134.92,0,3.94,1
01/26/2023,141.47,0,4.85,1
02/02/2023,145.89,0,3.12,1
02/09/2023,152.73,0,4.69,1
02/16/2023,153.42,0,0.45,1
02/24/2023,149.21,0,-2.74,-1
03/03/2023,147.52,0,-1.13,-1
